trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
221,False,"{'a': 0.5, 'e': 0.331210882241981}",20,16,7.104508372320753,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.32955896107518906}",25,7,-58.58324846931392,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.32791527889958855}",30,10,-21.76706688507759,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.32627979462303947}",20,0,-25.982198328380022,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
225,False,"{'a': 0.5, 'e': 0.32465246735834974}",25,13,10.024948808101701,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.3230332564222529}",35,3,-55.92335516497144,"{0: 26, 1: 1, 2: 3, 3: 1, 4: 1}",1
227,False,"{'a': 0.5, 'e': 0.32142212133439135}",30,18,22.34467546889028,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.31981902181630384}",25,7,-25.182260533675823,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
229,False,"{'a': 0.5, 'e': 0.3182239177904191}",20,11,-6.212860148198066,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.31663676937905316}",25,0,-59.187253392106356,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.3150575369034133}",30,1,4.1562426790828635,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.3134861808826053}",25,0,-55.8034671912942,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",1
233,False,"{'a': 0.5, 'e': 0.31192266203264674}",25,0,-107.31106301522597,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
234,False,"{'a': 0.5, 'e': 0.31036694126548503}",20,0,-70.42225658109832,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
235,False,"{'a': 0.5, 'e': 0.30881897968801986}",30,13,-7.5586146760149395,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.30727873860113125}",20,16,5.938150618492562,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.30574617949871175}",25,3,-3.0127239274815394,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.3042212640667041}",30,18,-40.451425869727224,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
239,False,"{'a': 0.5, 'e': 0.30270395418214285}",25,3,-0.2402406726030164,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.30119421191220214}",20,14,13.471345750691992,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.2996919995132463}",20,8,-16.00320218455221,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.2981972794298874}",20,0,-71.32955795143037,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.29671001429404525}",30,19,10.0086185686617,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.2952301669240142}",30,18,16.673609103836895,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.29375770032353277}",25,0,-143.92250274716642,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
246,False,"{'a': 0.5, 'e': 0.2922925776808594}",25,0,-5.048145105031535,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
247,False,"{'a': 0.5, 'e': 0.29083476236785155}",20,0,6.1707824524445964,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.2893842179390506}",30,10,-17.99339742026829,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.2879409081307702}",35,21,5.1996077818230955,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.2865047968601901}",25,3,-48.91162221576803,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 2}",1
251,False,"{'a': 0.5, 'e': 0.28507584822445353}",20,4,15.445717290090471,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.2836540264997704}",20,9,-40.6859765052108,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
253,False,"{'a': 0.5, 'e': 0.2822392961405233}",20,0,-8.50411254823726,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.2808316217783798}",20,14,11.582752429243058,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.2794309682214073}",25,0,-31.33773962691298,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.27803730045319414}",20,2,4.9401943904061945,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.2766505836319734}",20,0,6.35918426507181,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
258,False,"{'a': 0.5, 'e': 0.27527078308975234}",25,6,-1.3353319792290579,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.2738978643314456}",30,6,-47.30421936584614,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 1}",1
260,False,"{'a': 0.5, 'e': 0.2725317930340126}",20,2,-48.33177370703982,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
261,False,"{'a': 0.5, 'e': 0.2711725350455999}",30,11,-48.916972845528726,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
262,False,"{'a': 0.5, 'e': 0.2698200563846868}",25,10,16.472031523068484,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.2684743232392366}",25,9,26.185427573579577,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.26713530196585034}",25,12,-43.89517335472338,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
265,False,"{'a': 0.5, 'e': 0.2658029590889266}",25,0,-36.33402788778923,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",1
266,False,"{'a': 0.5, 'e': 0.26447726129982396}",30,4,6.561692513977615,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.2631581754560287}",20,0,29.08731237874308,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
268,False,"{'a': 0.5, 'e': 0.261845668580326}",20,0,-41.359981922971905,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
269,False,"{'a': 0.5, 'e': 0.2605397078599756}",20,0,18.054145009781013,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.5, 'e': 0.2592402606458915}",20,9,-4.1680402000364385,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.2579472944518257}",25,11,-18.981070479410366,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.2566607769535559}",25,0,22.406333967171374,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.2553806759880777}",20,10,19.814216639847213,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.25410695955280027}",20,0,-73.08229287754654,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
275,False,"{'a': 0.5, 'e': 0.25283959580474646}",35,9,26.286717704494734,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.25157855305975646}",20,2,5.134869812292608,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.2503237997916961}",20,0,-18.5669888481576,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
278,False,"{'a': 0.5, 'e': 0.24907530463166816}",30,0,31.843371132306046,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.24783303636722875}",35,0,-9.562662469477447,"{0: 32, 1: 0, 2: 2, 3: 0, 4: 1}",0
280,False,"{'a': 0.5, 'e': 0.24659696394160643}",20,7,-40.655301385907414,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
281,False,"{'a': 0.5, 'e': 0.24536705645292634}",20,0,38.48320734327355,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
282,False,"{'a': 0.5, 'e': 0.2441432831534371}",25,3,7.813515945317649,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.24292561344874244}",20,1,0.8960161682480412,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.24171401689703645}",25,0,-9.113600982325783,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
285,False,"{'a': 0.5, 'e': 0.24050846320834213}",20,9,17.113829638024477,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.23930892224375455}",30,0,42.097565142679365,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
287,False,"{'a': 0.5, 'e': 0.23811536401468703}",20,2,-47.17745477303706,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
288,False,"{'a': 0.5, 'e': 0.23692775868212176}",35,20,17.221764294202533,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.23574607655586352}",20,6,-18.93241418664521,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.23457028809379765}",20,6,10.390214555308555,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.23340036390115132}",20,11,4.0076649604235275,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.23223627472975883}",25,9,-24.56903233578622,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
293,False,"{'a': 0.5, 'e': 0.23107799147733019}",25,16,10.016278873515525,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.22992548518672384}",30,11,18.800047949696705,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.22877872704522242}",20,8,14.392842763575468,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.22763768838381274}",20,16,10.254722607441021,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.22650234067646874}",20,5,-42.13709389895688,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 1}",1
298,False,"{'a': 0.5, 'e': 0.22537265553943872}",20,12,-15.947277502546811,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.22424860473053532}",20,5,13.962986080511977,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.22313016014842982}",20,16,8.334445075475944,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.22201729383194937}",20,6,0.6272163215543065,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.2209099779593782}",25,16,17.49560382052637,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.21980818484776168}",20,7,16.174392202763034,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.21871188695221475}",20,1,13.597024628643673,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.21762105686523284}",25,11,13.374063856798923,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.21653566731600707}",20,11,17.965687733621643,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.21545569116974203}",35,0,2.208109882381458,"{0: 31, 1: 1, 2: 2, 3: 1, 4: 0}",0
308,False,"{'a': 0.5, 'e': 0.21438110142697794}",20,12,-28.168649495099523,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
309,False,"{'a': 0.5, 'e': 0.21331187122291523}",30,5,17.65763381092803,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.21224797382674304}",30,13,31.288288243166924,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.21118938264097117}",20,12,14.530964455099326,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.21013607120076472}",20,10,6.273072928572856,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.20908801317328293}",20,8,-39.904220666547445,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
314,False,"{'a': 0.5, 'e': 0.20804518235702046}",20,0,-14.024910040420014,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
315,False,"{'a': 0.5, 'e': 0.20700755268115265}",20,14,10.077736545106097,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.20597509820488344}",25,0,-69.9949322256901,"{0: 21, 1: 0, 2: 0, 3: 3, 4: 1}",0
317,False,"{'a': 0.5, 'e': 0.2049477931167973}",30,6,16.953083902248913,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.20392561173421342}",30,0,-0.5639309963942629,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
319,False,"{'a': 0.5, 'e': 0.20290852850254407}",20,0,26.00766826896589,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
320,False,"{'a': 0.5, 'e': 0.20189651799465538}",20,6,29.48495448640755,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.20088955491023208}",30,0,23.094917775352574,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
322,False,"{'a': 0.5, 'e': 0.1998876140751445}",25,17,-6.794484077327389,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.19889067044081962}",25,14,23.3840530677546,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.19789869908361465}",20,14,10.557126086204402,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.19691167520419406}",30,12,28.430793421563546,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.19592957412690934}",30,20,-21.24472941644292,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
327,False,"{'a': 0.5, 'e': 0.1949523712991825}",20,8,14.268679617991152,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.19398004229089189}",30,18,-61.57127084832071,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
329,False,"{'a': 0.5, 'e': 0.19301256279376172}",20,12,-20.90291855277292,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.19204990862075408}",30,14,24.7230197234546,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.19109205570546464}",25,14,21.215223216854252,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.1901389801015205}",20,9,-1.8398435115182052,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.18919065798198204}",30,4,-29.848641709904335,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 1}",1
334,False,"{'a': 0.5, 'e': 0.1882470656387468}",20,8,9.817751197504109,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.18730817948195702}",25,18,15.355409508358473,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.18637397603940997}",30,14,20.654851610785247,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.18544443195597088}",25,10,1.4881823106116197,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.18451952399298926}",20,5,-26.684113758682898,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
339,False,"{'a': 0.5, 'e': 0.18359922902771786}",25,14,11.269486549927578,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.18268352405273466}",20,13,-30.604764207653016,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
341,False,"{'a': 0.5, 'e': 0.1817723861753675}",25,13,20.817655037209157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.1808657926171221}",20,11,-37.16912140534383,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
343,False,"{'a': 0.5, 'e': 0.17996372071311217}",30,14,-35.64339929658539,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
344,False,"{'a': 0.5, 'e': 0.17906614791149322}",25,12,-29.338624494309393,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
345,False,"{'a': 0.5, 'e': 0.1781730517728984}",20,4,-41.08185371964401,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
346,False,"{'a': 0.5, 'e': 0.17728440996987782}",20,12,15.462202005758634,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.17640020028634}",30,0,44.161610967415484,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.5, 'e': 0.17552040061699686}",25,18,12.716363451555564,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.17464498896681085}",25,11,1.2305080212080135,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.17377394345044514}",30,22,13.195542857486561,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.17290724229171636}",20,14,15.042573588595326,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.17204486382305054}",20,6,14.359112434826192,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.1711867864849409}",20,10,14.625271689552626,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.17033298882540943}",20,6,-16.789634095154312,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
355,False,"{'a': 0.5, 'e': 0.16948344949947006}",20,0,-48.45548765238057,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
356,False,"{'a': 0.5, 'e': 0.1686381472685955}",25,16,3.494590392103527,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.16779706100018585}",25,0,-59.72006961319378,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
358,False,"{'a': 0.5, 'e': 0.1669601696670407}",30,12,31.484090214171488,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.16612745234683307}",20,10,-35.62669468693181,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
360,False,"{'a': 0.5, 'e': 0.16529888822158653}",20,13,0.8443843106570674,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.1644744565771549}",25,8,10.108456789166294,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.16365413680270405}",20,10,-26.353738971873295,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
363,False,"{'a': 0.5, 'e': 0.16283790839019696}",35,22,24.100418435031354,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.16202575093388075}",30,12,26.999382922243484,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.16121764412977677}",20,5,8.733600862917381,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.16041356777517274}",25,8,17.807066625827765,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.15961350176811803}",35,16,-8.955539223201772,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
368,False,"{'a': 0.5, 'e': 0.15881742610692068}",30,0,-68.3451546342616,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",0
369,False,"{'a': 0.5, 'e': 0.1580253208896478}",25,15,-8.18606058565535,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.1572371663136276}",30,19,26.22473418707182,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.15645294267495474}",25,13,6.416753490151459,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.1556726303679973}",25,15,-23.17417736961519,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
373,False,"{'a': 0.5, 'e': 0.15489620988490704}",20,5,23.047498973602263,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.1541236618151314}",30,15,-55.27965686864809,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
375,False,"{'a': 0.5, 'e': 0.15335496684492847}",25,13,-12.555685662053902,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.15259010575688386}",20,11,15.774187338610734,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.1518290594294306}",30,19,16.90439700773168,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.15107180883637084}",20,5,-8.31204151213792,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.15031833504640033}",25,11,19.790465570604624,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.14956861922263504}",20,2,-12.090282975786716,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
381,False,"{'a': 0.5, 'e': 0.14882264262214037}",30,13,2.2945336062797326,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.14808038659546244}",30,2,-19.21588016271747,"{0: 25, 1: 2, 2: 0, 3: 0, 4: 1}",1
383,False,"{'a': 0.5, 'e': 0.14734183258616193}",20,10,20.330921446503197,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.14660696213035015}",20,0,-22.616980099175436,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
385,False,"{'a': 0.5, 'e': 0.14587575685622736}",20,10,-6.81728341925844,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.14514819848362373}",25,9,27.702979638044248,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.14442426882354198}",25,11,2.7539257981172636,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.14370394977770293}",20,2,-27.646155506983526,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
389,False,"{'a': 0.5, 'e': 0.14298722333809288}",20,0,28.784933044454224,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
390,False,"{'a': 0.5, 'e': 0.1422740715865136}",20,10,5.876662535227208,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.14156447669413402}",30,7,22.155287833986524,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.140858420921045}",20,1,24.78219042685788,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.14015588661581535}",20,13,10.900375461185147,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.13945685621505094}",30,12,25.028568885777915,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.13876131224295524}",30,16,-35.884714173223905,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
396,False,"{'a': 0.5, 'e': 0.13806923731089282}",30,14,28.646829937632823,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.13738061411695424}",25,13,-21.06658849203583,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
398,False,"{'a': 0.5, 'e': 0.13669542544552385}",25,17,14.844365766561449,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.13601365416684916}",20,12,15.038230397905258,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.1353352832366127}",20,0,27.745456331663227,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
401,False,"{'a': 0.5, 'e': 0.13466029569550586}",20,2,11.980055761093782,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.13398867466880493}",20,5,-17.565452645164477,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
403,False,"{'a': 0.5, 'e': 0.13332040336594936}",20,1,-7.568351116152494,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.13265546508012172}",25,16,4.958931827310984,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
